Name;OLED7_Kontakt1U_K11_U0.00e+000V 1;OLED7_Kontakt1U_K11_U5.00e-001V 1;OLED7_Kontakt1U_K11_U1.00e+000V 1;OLED7_Kontakt1U_K11_U1.50e+000V 1;OLED7_Kontakt1U_K11_U2.00e+000V 1;OLED7_Kontakt1U_K11_U2.50e+000V 1;OLED7_Kontakt1U_K11_U3.00e+000V 1;OLED7_Kontakt1U_K11_U3.50e+000V 1;OLED7_Kontakt1U_K11_U4.00e+000V 1;OLED7_Kontakt1U_K11_U4.50e+000V 1;OLED7_Kontakt1U_K11_U5.00e+000V 1;OLED7_Kontakt1U_K11_U5.50e+000V 1;OLED7_Kontakt1U_K11_U6.00e+000V 1;OLED7_Kontakt1U_K11_U6.50e+000V 1;OLED7_Kontakt1U_K11_U7.00e+000V 1;OLED7_Kontakt1U_K11_U7.50e+000V 1;OLED7_Kontakt1U_K11_U8.00e+000V 1;OLED7_Kontakt1U_K11_U8.50e+000V 1;OLED7_Kontakt1U_K11_U9.00e+000V 1;OLED7_Kontakt1U_K11_U9.50e+000V 1;OLED7_Kontakt1U_K11_U1.00e+001V 1;Name;OLED7_Kontakt1U_K11 1;OLED7_Kontakt1U_K11_U0.00e+000V_Leuchtdichte 1;OLED7_Kontakt1U_K11_U0.00e+000V_Lichtstrom 1;OLED7_Kontakt1U_K11_U0.00e+000V_CIEx 1;OLED7_Kontakt1U_K11_U0.00e+000V_CIEy 1;OLED7_Kontakt1U_K11_U0.00e+000V_CIEz 1;OLED7_Kontakt1U_K11_U0.00e+000V_Beleuchtungsstärke 1;OLED7_Kontakt1U_K11_U0.00e+000V_BeleuchtungsstärkeVIS 1;OLED7_Kontakt1U_K11_U0.00e+000V_PeakX 1;OLED7_Kontakt1U_K11_U0.00e+000V_PeakY 1;OLED7_Kontakt1U_K11_U0.00e+000V_PEfficiency 1;OLED7_Kontakt1U_K11_U0.00e+000V_CEfficiency 1;OLED7_Kontakt1U_K11_U0.00e+000V_EQE 1;OLED7_Kontakt1U_K11_U0.00e+000V_EPCE 1;
Wellenlänge (m);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Spannung (V);Stromdichte (mA/cm^2);Leuchtdichte (cd/m^2);Lichtstrom (lm);CIEx (1);CIEy (1);CIEz (1);Beleuchtungsstärke (W/m^2);Beleuchtungsstärke VIS (W/m^2);Peak X (m);Peak Y (W/m^2);Power Efficiency (lm/W);Current Efficiency (cd/A);EQE (1);EPCE (1);
3.00000e-007;-7.53916e+006;-4.56719e+006;1.66736e+007;2.97197e+006;2.71847e+007;1.50783e+007;2.71847e+007;2.97197e+006;-3.63191e+007;-5.89366e+007;-1.96455e+007;2.26175e+007;-3.92910e+007;-7.53916e+006;-6.35038e+007;-3.63191e+007;-4.38582e+007;2.97197e+006;-5.13974e+007;-9.52556e+007;-1.66736e+007;0.00000e+000;-2.09091e-007;1.52067e+001;1.57652e-003;9.95963e-001;8.69988e-001;-8.65951e-001;2.64691e-001;1.92136e-001;7.85000e-007;4.62523e+007;0.00000e+000;0.00000e+000;0.00000e+000;0.00000e+000;
3.01000e-007;3.66713e+007;5.53238e+007;-3.69881e+007;9.22063e+007;1.83357e+007;7.33426e+007;9.18895e+007;5.53238e+007;-5.52182e+007;-3.69881e+007;-3.66713e+007;-0.00000e+000;-1.87581e+007;-3.16812e+005;-1.85469e+007;-3.68825e+007;-1.84413e+007;1.84413e+007;-2.11208e+005;-5.54294e+007;-2.11208e+005;5.00000e-001;1.55364e-005;9.05385e+000;9.38636e-004;-1.15116e+000;-1.36432e+000;3.51548e+000;1.86905e-001;2.47741e-003;3.09000e-007;6.92084e+007;3.66154e+005;5.82752e+004;4.91252e+002;2.40603e+003;
3.02000e-007;-3.66225e+006;4.49236e+007;-1.72370e+007;-3.66225e+006;-0.00000e+000;-2.08993e+007;-1.41119e+007;-9.91250e+006;-7.20731e+007;-1.72370e+007;-4.12614e+007;-2.76866e+007;-3.44740e+007;1.04496e+007;-3.08118e+007;-3.81363e+007;-6.94851e+007;3.66225e+006;-4.80488e+007;-4.49236e+007;-4.49236e+007;1.00000e+000;2.78394e-005;8.65909e+000;8.97710e-004;-6.47913e-001;-1.25758e+000;2.90549e+000;1.03456e-001;-2.03329e-001;3.04000e-007;6.42283e+007;9.77153e+004;3.11037e+004;-9.06120e+001;3.71616e+002;
3.03000e-007;-2.15050e+007;4.61461e+007;4.26260e+007;1.76008e+007;-8.99244e+006;-3.40176e+007;1.40806e+007;7.04031e+006;-1.60327e+007;-1.60327e+007;-1.79849e+007;-1.79849e+007;-2.15050e+007;7.04031e+006;-2.50252e+007;-6.06108e+007;-4.10579e+007;-7.42442e+006;-5.35705e+007;-5.35705e+007;-5.70907e+007;1.50000e+000;5.67848e-005;1.28195e+001;1.32903e-003;2.66001e+000;3.95479e+000;-5.61481e+000;5.01932e-002;-1.57348e-001;3.01000e-007;9.22063e+007;4.72821e+004;2.25756e+004;-5.17053e+001;5.89279e+001;
3.04000e-007;4.91434e+006;3.94857e+007;6.42283e+007;1.72002e+007;7.41424e+007;3.45713e+007;9.82868e+006;6.42283e+007;1.23713e+007;-1.23713e+007;-2.22855e+007;4.19428e+007;2.22000e+007;4.91434e+006;-1.98283e+007;-7.17707e+007;-2.47426e+007;4.44000e+007;-1.73711e+007;-6.92281e+007;-6.92281e+007;2.00000e+000;2.55418e-003;1.02240e+001;1.05995e-003;5.54177e-001;5.77536e-001;-1.31713e-001;2.84212e-001;1.83394e-001;3.08000e-007;8.31683e+007;6.28764e+002;4.00284e+002;4.93839e+000;5.56367e+000;
3.05000e-007;-2.11115e+007;-6.19842e+007;1.36242e+007;-3.60860e+007;-6.94714e+007;-2.11115e+007;-4.35732e+007;-1.63247e+007;-2.24617e+007;-2.99490e+007;-4.35732e+007;-4.22229e+007;-2.11115e+007;-1.97612e+007;-2.85987e+007;-4.97102e+007;-5.71974e+007;-2.85987e+007;-1.04207e+008;-7.56084e+007;-6.33344e+007;2.50000e+000;1.05524e+000;5.08055e+002;5.26714e-002;4.70010e-001;5.19057e-001;1.09326e-002;3.71417e+000;3.63206e+000;3.01000e-007;7.33426e+007;6.05018e+001;4.81458e+001;1.66055e-001;1.40789e-001;
3.06000e-007;-1.24200e+007;-2.48399e+007;-1.68852e+006;3.55714e+007;2.23072e+007;-1.68852e+006;-1.41085e+007;5.78786e+007;-1.66413e+007;-2.56842e+007;-1.24200e+007;1.15757e+007;-2.53278e+006;9.88720e+006;-1.68852e+006;-3.89484e+007;-1.68852e+006;7.35442e+006;-3.81042e+007;-2.82170e+007;-2.53278e+006;3.00000e+000;9.01273e+000;2.87179e+003;2.97725e-001;4.74295e-001;5.20347e-001;5.35799e-003;2.01319e+001;2.01799e+001;5.56000e-007;1.98681e+008;3.33676e+001;3.18637e+001;1.06906e-001;7.44573e-002;
3.07000e-007;3.01360e+007;1.47268e+007;3.78407e+007;4.06693e+007;2.24314e+007;3.01360e+007;2.31139e+007;3.01360e+007;-3.36471e+007;-0.00000e+000;4.13518e+007;7.02219e+006;-7.70462e+006;-1.12157e+007;6.82430e+005;-1.82379e+007;1.12157e+007;-1.82379e+007;-1.47268e+007;-3.64758e+007;-1.12157e+007;3.50000e+000;2.88848e+001;1.76239e+004;1.82711e+000;4.65646e-001;5.25948e-001;8.40561e-003;1.22532e+002;1.22176e+002;5.55000e-007;1.19086e+009;5.47663e+001;6.10143e+001;2.01865e-001;1.21202e-001;
3.08000e-007;1.53834e+007;-1.56278e+006;3.23297e+007;1.61648e+007;8.31683e+007;-4.63947e+006;9.23007e+006;-1.54323e+007;-3.08158e+007;1.23068e+007;1.92415e+007;1.53834e+007;-2.85205e+007;-1.07928e+007;1.23068e+007;1.23068e+007;6.15338e+006;1.84601e+007;-2.00229e+007;-5.77734e+007;2.23182e+007;4.00000e+000;6.04121e+001;8.58693e+001;8.90229e-003;7.09597e-001;2.92141e-001;-1.73798e-003;3.46904e+002;3.45940e+002;7.25000e-007;4.49547e+009;1.11636e-001;1.42139e-001;3.44249e-001;1.43557e-001;
