Name;OLED1_Kontakt2U_K12_U0.00e+000V 1;OLED1_Kontakt2U_K12_U5.00e-001V 1;OLED1_Kontakt2U_K12_U1.00e+000V 1;OLED1_Kontakt2U_K12_U1.50e+000V 1;OLED1_Kontakt2U_K12_U2.00e+000V 1;OLED1_Kontakt2U_K12_U2.50e+000V 1;OLED1_Kontakt2U_K12_U3.00e+000V 1;OLED1_Kontakt2U_K12_U3.50e+000V 1;OLED1_Kontakt2U_K12_U4.00e+000V 1;OLED1_Kontakt2U_K12_U4.50e+000V 1;OLED1_Kontakt2U_K12_U5.00e+000V 1;OLED1_Kontakt2U_K12_U5.50e+000V 1;OLED1_Kontakt2U_K12_U6.00e+000V 1;OLED1_Kontakt2U_K12_U6.50e+000V 1;OLED1_Kontakt2U_K12_U7.00e+000V 1;OLED1_Kontakt2U_K12_U7.50e+000V 1;OLED1_Kontakt2U_K12_U8.00e+000V 1;OLED1_Kontakt2U_K12_U8.50e+000V 1;OLED1_Kontakt2U_K12_U9.00e+000V 1;OLED1_Kontakt2U_K12_U9.50e+000V 1;OLED1_Kontakt2U_K12_U1.00e+001V 1;Name;OLED1_Kontakt2U_K12 1;OLED1_Kontakt2U_K12_U0.00e+000V_Leuchtdichte 1;OLED1_Kontakt2U_K12_U0.00e+000V_Lichtstrom 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEx 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEy 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEz 1;OLED1_Kontakt2U_K12_U0.00e+000V_Beleuchtungsstärke 1;OLED1_Kontakt2U_K12_U0.00e+000V_BeleuchtungsstärkeVIS 1;OLED1_Kontakt2U_K12_U0.00e+000V_PeakX 1;OLED1_Kontakt2U_K12_U0.00e+000V_PeakY 1;
Wellenlänge (m);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Spannung (V);Stromdichte (mA/cm^2);Leuchtdichte (cd/m^2);Lichtstrom (lm);CIEx (1);CIEy (1);CIEz (1);Beleuchtungsstärke (W/m^2);Beleuchtungsstärke VIS (W/m^2);Peak X (m);Peak Y (W/m^2);
3.29000e-007;2.84446e+006;2.43731e+007;1.43590e+007;2.29509e+007;1.57812e+007;2.15287e+007;3.30041e+007;1.43394e+007;2.44122e+007;1.86452e+007;2.72566e+007;3.15819e+007;3.73099e+007;2.86984e+007;1.86647e+007;3.44654e+007;5.88385e+007;1.43590e+007;1.71226e+009;3.58876e+007;1.14755e+007;;;;;;;;;;;;
3.30000e-007;2.41761e+007;2.57451e+007;2.00934e+007;8.58172e+006;7.01263e+006;1.28726e+007;1.40253e+007;1.42335e+007;1.98852e+007;1.71634e+007;1.71634e+007;2.39679e+007;2.00934e+007;3.00360e+007;2.14543e+007;1.55943e+007;4.42695e+007;7.01263e+006;1.67207e+009;1.13035e+007;1.13035e+007;;;;;;;;;;;;
3.31000e-007;-1.19482e+007;1.32049e+007;-1.66012e+007;-8.30062e+006;-7.92361e+006;1.25670e+005;-3.52196e+006;-3.89897e+006;-7.92361e+006;-8.04928e+006;4.40165e+006;7.54020e+005;-8.17495e+006;9.05464e+006;8.92897e+006;8.80330e+006;3.04345e+007;8.80330e+006;1.62500e+009;-3.64763e+006;4.40165e+006;;;;;;;;;;;;
3.32000e-007;5.85659e+006;1.97100e+007;-4.26110e+006;3.19097e+006;2.66562e+006;1.17132e+007;1.01177e+007;-5.85659e+006;9.06698e+006;4.26110e+006;-1.59548e+006;2.66562e+006;2.14026e+006;1.59548e+006;5.85659e+006;1.27833e+007;5.06079e+007;1.01177e+007;1.57871e+009;-3.73575e+006;7.45207e+006;;;;;;;;;;;;
3.33000e-007;-1.85157e+006;1.39360e+007;1.57876e+007;8.49245e+006;2.12311e+007;9.68977e+006;1.81822e+007;1.45902e+007;1.27387e+007;1.69849e+007;2.48231e+007;2.12311e+007;3.39698e+007;1.81822e+007;3.82160e+007;2.54773e+007;5.87929e+007;2.00338e+007;1.53289e+009;1.69849e+007;8.49245e+006;;;;;;;;;;;;
3.34000e-007;8.20814e+006;4.74045e+006;8.20814e+006;2.03931e+007;1.29486e+007;8.20814e+006;2.06476e+007;2.54553e+005;8.20814e+006;2.06476e+007;-2.95858e+006;1.66708e+007;1.32031e+007;4.48590e+006;2.93649e+007;2.51335e+007;3.46144e+007;1.26940e+007;1.46634e+009;3.72224e+006;1.66708e+007;;;;;;;;;;;;
3.35000e-007;8.36686e+005;1.43228e+007;1.51760e+007;6.74304e+006;-1.60292e+007;1.93759e+007;1.26494e+007;-6.75956e+006;2.19190e+007;5.05315e+006;7.57973e+006;8.36686e+005;1.26329e+007;1.09595e+007;8.43293e+006;-3.37978e+006;2.19190e+007;1.18127e+007;1.45806e+009;1.51760e+007;-8.53204e+005;;;;;;;;;;;;
3.36000e-007;9.23776e+005;6.21797e+006;9.23776e+005;0.00000e+000;-2.18521e+006;6.21797e+006;4.20159e+006;2.01638e+006;8.40318e+006;6.21797e+006;3.10898e+006;1.04196e+007;9.32695e+006;6.21797e+006;6.21797e+006;8.40318e+006;1.68064e+007;1.46211e+007;1.41358e+009;3.10898e+006;1.35285e+007;;;;;;;;;;;;
3.37000e-007;2.76814e+007;1.19099e+007;1.12597e+007;-3.25111e+005;1.99582e+007;4.18671e+006;-4.51182e+006;7.07297e+006;1.67468e+007;1.60966e+007;7.72320e+006;1.64217e+007;1.15848e+007;1.19099e+007;7.72320e+006;2.38198e+007;4.47534e+007;-3.25111e+005;1.36068e+009;3.86160e+006;-6.50222e+005;;;;;;;;;;;;
3.38000e-007;-2.44537e+006;2.44537e+006;2.88664e+005;-7.18901e+005;1.49609e+007;-4.17183e+006;1.35231e+007;-1.49609e+007;-2.44537e+006;-6.61720e+006;-1.07890e+007;1.72647e+006;-3.16427e+006;6.61720e+006;3.16427e+006;-3.16427e+006;2.74764e+007;-7.18901e+005;1.33254e+009;3.45293e+006;2.44537e+006;;;;;;;;;;;;
3.39000e-007;1.03804e+007;1.03804e+007;7.24480e+006;1.76252e+007;2.70082e+007;3.08784e+006;7.24480e+006;1.03804e+007;-4.15695e+006;2.28513e+007;1.14017e+007;1.14017e+007;9.33522e+006;3.01200e+007;2.28513e+007;2.18061e+007;5.81734e+007;6.22348e+006;1.28343e+009;9.33522e+006;2.17822e+007;;;;;;;;;;;;
3.40000e-007;3.80323e+006;0.00000e+000;0.00000e+000;3.46439e+006;5.15861e+006;-4.81976e+006;-3.38844e+005;-7.26762e+006;-3.38844e+005;8.96184e+006;-4.14207e+006;-4.48092e+006;0.00000e+000;5.15861e+006;1.31039e+007;1.20874e+007;3.72787e+007;0.00000e+000;1.25260e+009;0.00000e+000;4.14207e+006;;;;;;;;;;;;
3.41000e-007;2.39847e+006;-5.78085e+006;-8.17932e+006;7.07275e+005;6.48812e+006;4.08966e+006;-3.38238e+006;-1.69119e+006;-1.69119e+006;1.63586e+007;-5.07357e+006;1.60820e+007;1.22690e+007;1.46674e+007;-5.78085e+006;1.29762e+007;2.45379e+007;2.39847e+006;1.22041e+009;1.22690e+007;3.10574e+006;;;;;;;;;;;;
3.42000e-007;-7.97408e+006;-4.97125e+006;-7.04007e+006;7.14047e+006;-2.42234e+007;1.03441e+006;-1.90514e+007;-7.04007e+006;2.06882e+006;-3.00283e+006;-4.97125e+006;1.00405e+005;-6.00566e+006;1.21117e+007;-6.93966e+006;-7.97408e+006;1.72838e+007;1.13482e+006;1.15672e+009;-1.96842e+006;-1.96842e+006;;;;;;;;;;;;
3.43000e-007;-1.02199e+007;-1.50720e+007;-1.22436e+007;-2.53935e+006;-8.54783e+006;-3.40663e+006;3.98482e+006;0.00000e+000;-7.10236e+006;-8.25874e+006;-1.10872e+007;-2.82845e+006;-3.98482e+006;1.22436e+007;-1.87677e+007;3.98482e+006;2.84719e+007;8.54783e+006;1.14053e+009;5.78189e+005;-7.68055e+006;;;;;;;;;;;;
3.44000e-007;4.72057e+006;-2.35609e+006;0.00000e+000;3.93660e+006;4.19733e+003;-5.50453e+006;1.10133e+007;8.65297e+006;1.17972e+007;1.80899e+007;3.14844e+006;0.00000e+000;6.29269e+006;1.73059e+007;1.57632e+006;1.41575e+007;3.53916e+007;3.14844e+006;1.11444e+009;9.44113e+006;1.57338e+007;;;;;;;;;;;;
3.45000e-007;-1.05751e+007;-1.37697e+007;-9.51021e+006;-3.87999e+006;-9.88973e+006;-9.88973e+006;-1.83351e+007;-1.44551e+007;-1.23253e+007;-1.65848e+007;0.00000e+000;-1.55200e+007;-2.78453e+007;3.87999e+006;-6.69510e+006;-2.81511e+006;1.65848e+007;-4.56535e+006;1.04052e+009;-2.81511e+006;-1.65848e+007;;;;;;;;;;;;
3.46000e-007;7.27380e+006;-9.53364e+005;-1.90673e+005;2.23934e+007;3.25555e+006;1.43569e+007;1.11014e+007;-5.72019e+005;3.63690e+006;-4.59026e+006;-1.90673e+005;6.70178e+006;1.45476e+007;3.63690e+006;2.22027e+007;4.01824e+006;2.66023e+007;1.87565e+007;1.03344e+009;7.27380e+006;6.89245e+006;;;;;;;;;;;;
3.47000e-007;-8.95672e+006;8.95672e+006;-6.14390e+006;-4.73748e+006;3.77515e+006;-4.44080e+005;-9.62331e+005;0.00000e+000;3.77515e+006;-7.55031e+006;-5.62564e+006;5.18156e+006;1.40641e+006;-4.73748e+006;8.95672e+006;1.74694e+007;1.88758e+007;-3.33107e+006;9.74434e+008;-7.55031e+006;-7.55031e+006;;;;;;;;;;;;
3.48000e-007;1.05624e+007;-6.05764e+005;1.05624e+007;8.28254e+006;9.42249e+006;1.57280e+007;8.28254e+006;-5.77133e+006;-5.46845e+006;-5.46845e+006;1.02596e+007;-6.05764e+005;2.05907e+007;-3.18855e+006;3.41985e+006;1.45881e+007;1.68680e+007;8.28254e+006;9.38664e+008;2.31305e+005;5.34187e+005;;;;;;;;;;;;
3.49000e-007;-3.32250e+006;1.12594e+007;1.47310e+007;1.47806e+007;1.11103e+007;1.84510e+007;1.48303e+007;1.48303e+007;1.10110e+007;1.11600e+007;1.85007e+007;1.47806e+007;1.11600e+007;7.53939e+006;1.84013e+007;3.47816e+005;3.30329e+007;2.93129e+007;9.39751e+008;7.58908e+006;3.72001e+006;;;;;;;;;;;;
3.50000e-007;1.20539e+007;2.41772e+006;1.08711e+007;-4.83545e+006;-3.61790e+006;1.20712e+007;2.41772e+006;-6.03562e+006;0.00000e+000;-2.40036e+006;1.69067e+007;7.23580e+006;1.20018e+006;3.65263e+006;7.23580e+006;3.61790e+006;3.01608e+007;6.03562e+006;8.83951e+008;2.41772e+006;3.63527e+006;;;;;;;;;;;;
3.51000e-007;0.00000e+000;-2.31198e+006;-9.44295e+006;-7.13097e+006;-6.93595e+006;-1.25350e+006;-7.13097e+006;-6.07248e+006;-9.44295e+006;-1.05014e+007;-9.44295e+006;1.90809e+007;-7.13097e+006;9.63797e+006;1.95018e+005;-4.42895e+006;1.57105e+007;-4.62397e+006;8.53404e+008;1.95018e+005;-1.05848e+006;;;;;;;;;;;;
3.52000e-007;3.12985e+006;2.04397e+007;1.02837e+007;1.74376e+007;6.77066e+006;6.64292e+006;7.15387e+006;-3.83215e+005;-7.15387e+006;6.77066e+006;6.64292e+006;1.71821e+007;1.40523e+007;2.08229e+007;3.25759e+006;1.36691e+007;2.09507e+007;6.77066e+006;8.10752e+008;1.75653e+007;6.89839e+006;;;;;;;;;;;;
3.53000e-007;-5.37982e+006;-1.63437e+007;-8.84047e+006;1.54147e+006;-2.07639e+007;-1.67214e+007;-2.87876e+006;-1.07596e+007;-1.17192e+007;-5.37982e+006;-9.80006e+006;1.54147e+006;-1.91917e+006;4.04254e+006;-3.83835e+006;6.54360e+006;1.53841e+007;3.08295e+006;7.59424e+008;-3.46065e+006;-1.13415e+007;;;;;;;;;;;;
3.54000e-007;2.00889e+006;-6.81646e+006;-4.19804e+006;6.02666e+006;5.41712e+006;2.00889e+006;6.09539e+005;2.00889e+006;-2.79869e+006;1.39935e+006;-4.19804e+006;8.82535e+006;-3.40823e+006;0.00000e+000;-6.99673e+006;4.80758e+006;1.96596e+007;2.00889e+006;7.47012e+008;0.00000e+000;0.00000e+000;;;;;;;;;;;;
3.55000e-007;3.02041e+006;-6.04082e+006;0.00000e+000;4.36203e+006;3.35581e+006;1.00674e+007;7.04703e+006;-3.35581e+006;5.70541e+006;-3.02041e+006;4.02662e+006;6.71163e+006;3.35405e+005;7.38244e+006;6.70810e+005;3.35581e+006;2.01349e+007;3.35405e+005;7.18144e+008;1.64437e+007;3.02041e+006;;;;;;;;;;;;
3.56000e-007;-1.65170e+007;-4.68508e+006;-1.44445e+007;1.38169e+006;-1.18319e+007;-8.52850e+006;2.61255e+006;-1.06010e+007;-1.06010e+007;-1.51353e+007;-5.22511e+006;-6.90843e+005;-1.44445e+007;1.38169e+006;-2.61255e+006;-6.90843e+005;-1.92171e+006;-9.21935e+006;6.63594e+008;9.91019e+006;-6.60679e+006;;;;;;;;;;;;
3.57000e-007;8.07323e+006;-3.14254e+006;1.14326e+007;-1.13242e+007;6.61040e+006;6.50196e+006;1.30039e+007;3.14254e+006;3.35942e+006;8.18167e+006;3.14254e+006;6.71884e+006;1.31124e+007;3.25098e+006;1.08440e+005;6.61040e+006;9.75294e+006;8.07323e+006;6.50196e+008;9.86138e+006;-3.25098e+006;;;;;;;;;;;;
3.58000e-007;-6.96419e+006;5.67069e+005;2.63149e+006;9.30287e+005;2.06442e+006;3.19856e+006;-3.76563e+006;-2.63149e+006;-6.96419e+006;6.96419e+006;4.12885e+006;-2.63149e+006;6.96419e+006;6.96419e+006;5.83005e+006;3.76563e+006;1.82611e+007;2.01217e+007;6.17889e+008;4.33270e+006;3.19856e+006;;;;;;;;;;;;
3.59000e-007;5.09171e+006;-5.89210e+006;5.49190e+006;1.05836e+007;0.00000e+000;-2.74595e+006;1.45301e+007;2.74595e+006;-1.17842e+007;-1.54537e+006;-6.69248e+006;4.00194e+005;5.89210e+006;9.43843e+006;3.14614e+006;2.74595e+006;1.10392e+007;9.83863e+006;5.99768e+008;-3.89113e+006;8.00387e+005;;;;;;;;;;;;
3.60000e-007;-1.19088e+007;2.66144e+006;-3.95831e+006;2.22915e+006;-1.01458e+007;1.33072e+006;6.61974e+006;-4.32290e+005;-9.28118e+006;2.66144e+006;6.65359e+006;-3.52602e+006;-1.33072e+006;-5.28902e+006;-9.71347e+006;5.75516e+006;1.67994e+007;-2.19530e+006;5.64389e+008;-6.61974e+006;-4.85674e+006;;;;;;;;;;;;
3.61000e-007;-9.17584e+006;-5.52191e+006;1.64220e+006;-9.17584e+006;-1.67095e+007;-4.47503e+006;3.65393e+006;-2.23752e+006;-1.64220e+006;-6.11723e+006;-6.71255e+006;1.64220e+006;3.05861e+006;-2.23752e+006;2.46329e+006;3.87971e+006;1.61142e+007;5.29613e+006;5.58905e+008;-3.87971e+006;-9.17584e+006;;;;;;;;;;;;
3.62000e-007;-2.92848e+006;-1.79510e+007;-1.75709e+007;-1.49275e+007;-2.92848e+006;-8.69044e+006;-2.09745e+007;-1.17139e+007;-2.54843e+006;-5.85697e+006;-1.48324e+007;-1.16189e+007;-2.06894e+007;-5.85697e+006;-2.73846e+006;3.21353e+006;6.14201e+006;-2.83347e+006;5.23255e+008;-8.88047e+006;-8.78545e+006;;;;;;;;;;;;
3.63000e-007;3.94133e+006;1.00153e+007;5.97677e+006;9.85332e+005;1.99334e+007;1.09682e+007;1.10006e+007;7.97982e+006;8.96515e+006;1.19211e+007;1.09682e+007;8.93276e+006;9.95048e+006;1.79303e+007;3.97372e+006;1.59273e+007;1.89156e+007;4.99144e+006;5.18961e+008;1.97066e+006;-4.00611e+006;;;;;;;;;;;;
3.64000e-007;-7.00963e+006;1.85018e+006;4.80345e+006;-1.25602e+007;1.85018e+006;-1.45909e+006;7.75672e+006;0.00000e+000;-4.80345e+006;-5.15945e+006;3.56001e+005;1.47664e+007;1.03540e+007;7.75672e+006;1.85018e+006;1.25602e+007;1.29162e+007;6.65363e+006;4.90243e+008;-7.47090e+005;1.10309e+006;;;;;;;;;;;;
3.65000e-007;-2.68971e+006;1.09873e+007;-3.60349e+006;-1.45908e+007;-5.83631e+006;-8.52602e+006;-2.68971e+006;2.23282e+006;2.68971e+006;-9.21136e+006;-1.16726e+007;2.00438e+006;-2.46127e+006;-2.46127e+006;-4.56888e+005;6.29320e+006;2.01986e+007;-8.52602e+006;4.58379e+008;5.60787e+006;0.00000e+000;;;;;;;;;;;;
3.66000e-007;-2.26213e+006;-3.50395e+006;2.88304e+006;-4.12486e+006;1.24181e+006;5.14518e+006;8.64913e+006;-3.50395e+006;1.64123e+006;-1.86272e+006;-4.74576e+006;2.88304e+006;6.20907e+005;1.21531e+007;-2.88304e+006;1.24181e+006;1.50361e+007;-5.76608e+006;4.74460e+008;9.66945e+006;-6.20907e+005;;;;;;;;;;;;
3.67000e-007;-2.80544e+006;0.00000e+000;-2.89041e+006;1.40272e+006;-7.18354e+006;2.80544e+006;1.40272e+006;4.25065e+006;-1.44521e+006;-2.89041e+006;-2.89041e+006;-8.49673e+004;1.13492e+007;4.29313e+006;8.54378e+006;-1.40272e+006;-4.24836e+004;2.84793e+006;4.45722e+008;2.80544e+006;-2.89041e+006;;;;;;;;;;;;
3.68000e-007;6.19379e+006;1.12513e+007;8.43844e+006;3.35299e+006;2.24465e+006;2.24465e+006;9.00660e+006;6.19379e+006;6.19379e+006;1.51724e+007;5.62563e+006;4.48931e+006;1.40641e+007;1.01149e+007;1.12513e+007;1.51724e+007;2.36388e+007;3.38097e+006;4.36526e+008;1.63087e+007;-5.40173e+005;;;;;;;;;;;;
3.69000e-007;8.33310e+006;8.81641e+006;-4.83044e+006;-5.31374e+006;8.09144e+006;8.57475e+006;3.26101e+006;1.13525e+007;4.83308e+005;8.33310e+006;2.77770e+006;0.00000e+000;1.41301e+007;1.43718e+007;8.09144e+006;1.34052e+007;1.50968e+007;1.64245e+007;4.11099e+008;8.81641e+006;9.66615e+005;;;;;;;;;;;;
3.70000e-007;-6.86310e+006;-6.88965e+005;-4.12051e+006;1.36466e+006;5.82302e+006;-1.06325e+007;-7.88991e+006;6.51198e+006;1.36466e+006;-5.83629e+006;3.37845e+005;1.36466e+006;6.75691e+005;3.37845e+005;-6.88965e+005;1.02814e+007;7.53879e+006;-6.17413e+006;3.98702e+008;8.56560e+006;-6.88965e+005;;;;;;;;;;;;
3.71000e-007;1.26175e+007;3.57517e+006;1.26175e+007;1.61926e+007;1.73540e+006;-2.70747e+006;6.33483e+006;1.25653e+007;2.65528e+006;5.41494e+006;7.20253e+006;1.08299e+007;8.67699e+005;1.44051e+007;9.91000e+006;1.61926e+007;1.61926e+007;1.89001e+007;3.88036e+008;8.01804e+006;8.12241e+006;;;;;;;;;;;;
3.72000e-007;-1.57377e+007;-1.54412e+007;-1.51448e+007;-1.84100e+007;-1.55895e+007;-1.55895e+007;-1.82618e+007;-7.42417e+006;-2.10824e+007;-1.00965e+007;-1.51448e+007;-1.78172e+007;-2.37591e+006;-1.03930e+007;-1.78172e+007;-5.34471e+006;-2.37591e+006;-2.07946e+006;3.55127e+008;-1.02448e+007;-2.06377e+007;;;;;;;;;;;;
3.73000e-007;3.47676e+006;-5.99240e+005;8.75125e+006;-3.83572e+006;7.31249e+006;-1.79772e+006;1.43876e+006;6.71325e+006;-9.11021e+006;7.31249e+006;8.51097e+006;6.71325e+006;8.75125e+006;4.67524e+006;2.63724e+006;6.71325e+006;1.98995e+007;7.31249e+006;3.63580e+008;2.03800e+006;2.27828e+006;;;;;;;;;;;;
3.74000e-007;-3.92489e+006;-4.01169e+006;-3.92489e+006;-6.48362e+006;-1.04519e+007;-5.24765e+006;-6.48362e+006;-6.57042e+006;-5.20426e+006;2.60213e+006;-1.04085e+007;-5.24765e+006;-1.36616e+006;-1.04519e+007;-1.04519e+007;2.55873e+006;3.88149e+006;-3.88149e+006;3.33072e+008;-3.92489e+006;-2.60213e+006;;;;;;;;;;;;
3.75000e-007;-3.11150e+006;-9.72357e+006;-1.63344e+006;-9.72357e+006;-4.58955e+006;-9.33449e+006;3.89089e+005;-7.15656e+006;-5.67851e+006;3.50058e+006;-5.13403e+006;-1.02681e+007;-7.70104e+006;4.04507e+006;-2.56701e+006;2.02253e+006;4.04507e+006;4.04507e+006;3.12631e+008;-1.47805e+006;-1.33796e+007;;;;;;;;;;;;
3.76000e-007;2.19836e+006;-2.69867e+006;4.22994e+006;9.62729e+006;-2.86544e+006;-5.00313e+005;4.22994e+006;2.19836e+006;-7.76247e+006;2.36513e+006;-2.19836e+006;7.09539e+006;9.46051e+006;4.39672e+006;-2.53190e+006;-2.53190e+006;6.92862e+006;1.19924e+007;3.22916e+008;4.73026e+006;9.12697e+006;;;;;;;;;;;;
3.77000e-007;-1.08416e+007;-3.35126e+006;-2.49679e+006;-3.41789e+006;-3.41789e+006;1.64231e+006;-1.33384e+007;-3.35126e+006;0.00000e+000;-4.20573e+006;-7.42372e+006;-4.20573e+006;0.00000e+000;0.00000e+000;-6.66346e+004;8.54473e+005;4.92694e+006;-6.70252e+006;2.94687e+008;-1.07750e+007;-1.70895e+006;;;;;;;;;;;;
3.78000e-007;2.82832e+006;-3.03780e+006;-3.03780e+006;1.66556e+007;8.90391e+006;3.77109e+006;3.03780e+006;3.40444e+006;9.27056e+006;7.33287e+005;2.82832e+006;1.02133e+007;7.75166e+006;1.36178e+007;1.07895e+007;1.66556e+007;1.26750e+007;7.17553e+006;2.86497e+008;6.23276e+006;3.98057e+006;;;;;;;;;;;;
3.79000e-007;9.97258e+006;9.17353e+006;-4.58677e+006;1.37603e+007;2.69291e+006;1.23991e+007;-1.62751e+006;4.58677e+006;7.27967e+006;1.42930e+007;6.74697e+006;1.45593e+007;1.86134e+007;9.17353e+006;2.18390e+007;1.48257e+007;9.17353e+006;9.70623e+006;2.77160e+008;7.81237e+006;2.16021e+006;;;;;;;;;;;;
3.80000e-007;-1.23035e+006;-2.39144e+006;-2.77847e+006;4.78289e+006;4.78289e+006;1.93516e+006;7.74063e+005;0.00000e+000;-1.61738e+006;3.16551e+006;2.39144e+006;-2.84773e+006;3.55254e+006;6.40027e+006;3.55254e+006;3.55254e+006;5.16992e+006;7.74063e+005;2.71394e+008;-3.23476e+006;0.00000e+000;;;;;;;;;;;;
3.81000e-007;-7.48077e+006;-8.83595e+006;-1.53413e+007;-5.09556e+006;-1.32812e+007;-8.51080e+006;-7.48077e+006;-1.05709e+007;-1.32812e+007;-4.06553e+006;-7.04883e+005;-4.44527e+006;-5.80045e+006;-3.09009e+006;-1.35518e+006;-4.77042e+006;6.50533e+006;-5.80045e+006;2.43996e+008;-7.48077e+006;-3.41524e+006;;;;;;;;;;;;
3.82000e-007;7.13077e+005;-1.04687e+007;-2.61872e+006;-1.07085e+007;-8.80282e+006;-4.99769e+006;-1.66590e+006;-2.61872e+006;-2.61872e+006;-2.61872e+006;2.13923e+006;7.13077e+005;-3.57154e+006;2.13923e+006;-5.71077e+006;-2.61872e+006;6.18410e+006;-2.39744e+005;2.43842e+008;-3.33179e+006;-4.99769e+006;;;;;;;;;;;;
3.83000e-007;2.45083e+006;-4.74548e+006;-6.88396e+006;-7.04013e+006;-4.58931e+006;-6.96205e+006;7.04013e+006;4.74548e+006;-7.80859e+004;-2.21657e+006;4.90165e+006;7.19630e+006;7.11822e+006;4.58931e+006;1.56172e+005;4.74548e+006;4.90165e+006;9.33479e+006;2.46843e+008;2.52891e+006;7.80859e+004;;;;;;;;;;;;
3.84000e-007;-7.64921e+006;-1.00157e+007;-5.49699e+005;-5.28271e+006;-8.74861e+006;-4.01560e+006;-1.64910e+006;7.26722e+006;7.17408e+005;3.08391e+006;1.81681e+006;6.54982e+006;4.90072e+006;1.67709e+005;5.45042e+006;7.17408e+005;4.18331e+006;7.81692e+006;2.37200e+008;-4.73301e+006;4.35102e+006;;;;;;;;;;;;
3.85000e-007;1.17040e+006;0.00000e+000;-7.08081e+006;-1.15094e+006;-3.51121e+006;-1.17040e+006;-4.70108e+006;-9.46054e+006;-1.15094e+006;3.55014e+006;-1.18987e+006;-3.51121e+006;4.72054e+006;2.36027e+006;-5.87148e+006;7.06135e+006;2.34081e+006;4.72054e+006;2.23036e+008;-5.87148e+006;-2.37973e+006;;;;;;;;;;;;
3.86000e-007;-7.06211e+006;-8.20205e+006;-2.92401e+006;5.27804e+006;-3.49398e+006;-5.84801e+006;5.92217e+006;-1.21410e+006;-2.35404e+006;-5.92217e+006;-5.84801e+006;1.21410e+006;2.99816e+006;-2.27988e+006;0.00000e+000;2.35404e+006;2.92401e+006;1.21410e+006;2.23559e+008;2.92401e+006;6.44126e+005;;;;;;;;;;;;
3.87000e-007;-7.12920e+006;-4.78140e+006;2.26200e+006;4.73850e+006;-2.34780e+006;-7.08630e+006;2.47650e+006;4.60980e+006;4.65270e+006;4.69560e+006;-2.43360e+006;2.30490e+006;-4.65270e+006;4.52401e+006;4.65270e+006;9.34831e+006;2.39070e+006;9.34831e+006;2.13779e+008;2.39070e+006;-8.57979e+004;;;;;;;;;;;;
3.88000e-007;-2.73718e+006;-1.69292e+006;-4.03448e+006;-1.04427e+006;4.68313e+006;-4.68313e+006;4.68313e+006;-6.48650e+005;6.48650e+005;-2.08853e+006;0.00000e+000;-5.07875e+006;-6.37605e+006;5.98043e+006;2.99022e+006;7.67335e+006;1.63910e+007;2.34157e+006;2.02672e+008;3.63887e+006;9.36627e+006;;;;;;;;;;;;
3.89000e-007;-1.24743e+006;1.24743e+006;-4.67066e+006;-7.16552e+006;-1.26050e+007;1.24743e+006;4.67066e+006;1.08790e+006;-2.49486e+006;2.17580e+006;-1.40696e+006;1.08790e+006;3.42323e+006;4.67066e+006;-1.08790e+006;8.09390e+006;1.16767e+007;4.35161e+006;2.00679e+008;-3.58276e+006;-1.24743e+006;;;;;;;;;;;;
3.90000e-007;-6.61755e+006;-2.81894e+006;-4.65820e+006;2.20900e+006;-1.11556e+007;2.69884e+006;3.67852e+006;-2.32910e+006;1.34942e+006;7.84688e+006;-3.30877e+006;6.00762e+006;1.83926e+006;1.01760e+007;8.59583e+005;1.34942e+006;9.31639e+006;1.01760e+007;2.03001e+008;4.16836e+006;6.00762e+006;;;;;;;;;;;;
3.91000e-007;-4.94956e+006;0.00000e+000;2.22159e+006;-2.02555e+005;-2.32286e+006;-4.74700e+006;4.54445e+006;-2.32286e+006;-2.22159e+006;-2.52542e+006;6.86731e+006;8.98762e+006;2.32286e+006;1.13105e+007;8.98762e+006;4.54445e+006;4.64573e+006;6.66476e+006;1.99766e+008;6.86731e+006;-2.02555e+005;;;;;;;;;;;;
3.92000e-007;-1.20633e+006;-4.89373e+006;-8.15622e+006;4.24911e+005;-9.45859e+005;-1.63124e+006;-7.21036e+006;-7.89574e+006;-1.63124e+006;-4.20835e+006;1.11030e+006;6.68941e+006;4.24911e+005;1.79568e+006;-5.20947e+005;4.37278e+006;1.06373e+007;4.37278e+006;1.84124e+008;6.68941e+006;1.11030e+006;;;;;;;;;;;;
