Name;OLED1_Kontakt2U_K12_U0.00e+000V 1;OLED1_Kontakt2U_K12_U5.00e-001V 1;OLED1_Kontakt2U_K12_U1.00e+000V 1;OLED1_Kontakt2U_K12_U1.50e+000V 1;OLED1_Kontakt2U_K12_U2.00e+000V 1;OLED1_Kontakt2U_K12_U2.50e+000V 1;OLED1_Kontakt2U_K12_U3.00e+000V 1;OLED1_Kontakt2U_K12_U3.50e+000V 1;OLED1_Kontakt2U_K12_U4.00e+000V 1;OLED1_Kontakt2U_K12_U4.50e+000V 1;OLED1_Kontakt2U_K12_U5.00e+000V 1;OLED1_Kontakt2U_K12_U5.50e+000V 1;OLED1_Kontakt2U_K12_U6.00e+000V 1;OLED1_Kontakt2U_K12_U6.50e+000V 1;OLED1_Kontakt2U_K12_U7.00e+000V 1;OLED1_Kontakt2U_K12_U7.50e+000V 1;OLED1_Kontakt2U_K12_U8.00e+000V 1;OLED1_Kontakt2U_K12_U8.50e+000V 1;OLED1_Kontakt2U_K12_U9.00e+000V 1;OLED1_Kontakt2U_K12_U9.50e+000V 1;OLED1_Kontakt2U_K12_U1.00e+001V 1;Name;OLED1_Kontakt2U_K12 1;OLED1_Kontakt2U_K12_U0.00e+000V_Leuchtdichte 1;OLED1_Kontakt2U_K12_U0.00e+000V_Lichtstrom 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEx 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEy 1;OLED1_Kontakt2U_K12_U0.00e+000V_CIEz 1;OLED1_Kontakt2U_K12_U0.00e+000V_Beleuchtungsstärke 1;OLED1_Kontakt2U_K12_U0.00e+000V_BeleuchtungsstärkeVIS 1;OLED1_Kontakt2U_K12_U0.00e+000V_PeakX 1;OLED1_Kontakt2U_K12_U0.00e+000V_PeakY 1;
Wellenlänge (m);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Energiedichte (W/m^3);Spannung (V);Stromdichte (mA/cm^2);Leuchtdichte (cd/m^2);Lichtstrom (lm);CIEx (1);CIEy (1);CIEz (1);Beleuchtungsstärke (W/m^2);Beleuchtungsstärke VIS (W/m^2);Peak X (m);Peak Y (W/m^2);
3.93000e-007;-2.92851e+006;4.29664e+005;-1.09075e+007;2.14832e+005;-5.45374e+006;-6.28669e+006;-3.57301e+006;-3.14334e+006;5.26528e+006;1.47744e+006;-4.19112e+006;5.05045e+006;0.00000e+000;-1.66590e+006;-6.07185e+006;2.14832e+005;7.36085e+006;2.74006e+006;1.76020e+008;2.52523e+006;1.47744e+006;;;;;;;;;;;;
3.94000e-007;3.19479e+006;0.00000e+000;-2.30416e+006;-1.36181e+006;2.30416e+006;-3.19479e+006;-7.80311e+006;1.83298e+006;-4.13714e+006;4.13714e+006;0.00000e+000;-2.30416e+006;-8.90634e+005;6.02184e+006;1.41352e+006;3.24651e+006;1.41352e+006;9.42350e+005;1.85275e+008;6.44130e+006;0.00000e+000;;;;;;;;;;;;
3.95000e-007;-6.89377e+006;-2.19935e+006;-4.99015e+006;2.39650e+006;-2.10077e+006;4.49727e+006;1.97152e+005;-4.69443e+006;0.00000e+000;-1.36890e+007;-2.95728e+005;2.39650e+006;9.85761e+004;-2.19935e+006;2.39650e+006;6.89377e+006;2.19935e+006;-6.59805e+006;1.68143e+008;4.49727e+006;4.49727e+006;;;;;;;;;;;;
3.96000e-007;-7.53649e+006;5.55224e+006;0.00000e+000;1.63027e+006;-6.61416e+005;4.89082e+006;-3.92196e+006;1.63027e+006;0.00000e+000;3.26055e+006;9.68858e+005;-2.29169e+006;1.30887e+007;1.30887e+007;5.90621e+006;8.19790e+006;0.00000e+000;1.01356e+007;1.66986e+008;6.21365e+006;9.16676e+006;;;;;;;;;;;;
3.97000e-007;3.35344e+006;7.00585e+006;1.49485e+005;-9.18500e+005;6.85637e+006;1.21747e+006;-3.35344e+006;-1.02098e+007;1.15768e+007;9.29131e+006;1.03593e+007;3.20396e+006;3.65241e+006;5.78838e+006;4.72040e+006;1.14273e+007;9.29131e+006;1.49302e+007;1.71409e+008;1.26447e+007;1.21747e+006;;;;;;;;;;;;
3.98000e-007;-7.12074e+006;-5.58336e+006;-2.79168e+006;2.29385e+005;1.25430e+006;-5.12459e+005;1.76676e+006;-5.12459e+005;3.02107e+006;-2.27922e+006;1.33923e+007;5.07090e+006;1.76676e+006;4.55844e+006;3.53352e+006;1.61839e+007;5.30029e+006;9.11688e+006;1.67637e+008;7.57951e+006;5.12459e+005;;;;;;;;;;;;
3.99000e-007;-2.49090e+006;6.56472e+006;-1.08959e+005;8.87403e+006;0.00000e+000;4.43701e+006;2.27299e+006;4.47333e+006;-2.23667e+006;1.11833e+007;6.78264e+006;0.00000e+000;6.74632e+006;9.01931e+006;6.71000e+006;6.71000e+006;9.01931e+006;4.61861e+006;1.59000e+008;4.40069e+006;8.98299e+006;;;;;;;;;;;;
4.00000e-007;-1.13338e+007;3.95523e+006;-7.95680e+006;-4.53350e+006;-1.15655e+006;5.11178e+006;-5.69005e+006;-1.68848e+006;-5.78273e+005;2.26675e+006;-5.11178e+006;5.31934e+005;5.31934e+005;-2.84502e+006;5.31934e+005;3.37696e+006;1.11021e+006;3.95523e+006;1.49027e+008;-2.22041e+006;-8.48874e+006;;;;;;;;;;;;
4.01000e-007;-3.41918e+006;6.80479e+006;9.10661e+006;1.18448e+006;1.11735e+006;1.02240e+007;2.33539e+006;-1.15091e+006;-1.15091e+006;6.83835e+006;-3.35205e+006;2.23470e+006;9.10661e+006;1.02575e+007;4.57009e+006;1.14084e+007;3.41918e+006;9.10661e+006;1.41817e+008;5.68744e+006;9.07305e+006;;;;;;;;;;;;
4.02000e-007;-1.65341e+006;2.88613e+006;2.88613e+006;8.04204e+006;-3.92318e+006;7.42568e+006;-2.88613e+006;-2.69046e+006;-2.26977e+006;5.15591e+006;1.84908e+006;-1.03705e+006;7.42568e+006;8.04204e+006;5.15591e+006;1.27773e+007;1.23272e+006;5.77227e+006;1.43612e+008;2.26977e+006;8.46273e+006;;;;;;;;;;;;
4.03000e-007;8.74578e+006;2.18644e+006;6.55933e+006;8.49126e+006;1.09322e+007;6.38965e+006;6.38965e+006;1.08474e+007;1.32883e+007;2.01677e+006;2.01677e+006;1.09322e+007;1.32883e+007;1.78309e+007;1.08474e+007;1.55596e+007;1.78309e+007;6.72901e+006;1.38209e+008;4.20321e+006;4.45773e+006;;;;;;;;;;;;
4.04000e-007;0.00000e+000;-9.42165e+005;1.82925e+006;1.00333e+007;4.43543e+005;-2.71634e+006;1.82925e+006;-4.43543e+005;-2.27279e+006;4.10204e+006;1.82925e+006;5.93129e+006;1.04769e+007;2.71634e+006;5.93129e+006;1.18075e+007;6.81838e+006;1.18075e+007;1.34095e+008;2.27279e+006;2.71634e+006;;;;;;;;;;;;
4.05000e-007;2.94752e+006;-6.82291e+006;-8.12837e+006;-2.61091e+006;-1.10349e+007;-7.45515e+006;-7.79176e+006;-3.24315e+006;-4.54861e+006;-3.87539e+006;-5.51745e+006;3.36609e+005;-4.54861e+006;-6.32238e+005;-3.24315e+006;-6.48630e+006;6.19067e+006;0.00000e+000;1.20201e+008;9.68847e+005;-5.51745e+006;;;;;;;;;;;;
4.06000e-007;-3.06055e+006;1.56947e+006;-4.55163e+006;2.98216e+006;2.98216e+006;-1.56947e+006;-3.06055e+006;1.56947e+006;1.49108e+006;2.98216e+006;-2.35421e+006;1.49108e+006;3.06055e+006;9.80960e+006;5.25797e+006;1.49108e+006;-7.83923e+004;2.98216e+006;1.30506e+008;9.88799e+006;3.76689e+006;;;;;;;;;;;;
4.07000e-007;2.54443e+006;5.08885e+006;-6.83197e+006;3.07863e+006;-3.75334e+006;2.54443e+006;-4.28755e+006;5.34206e+005;-4.02044e+006;-3.75334e+006;-3.75334e+006;4.82175e+006;5.34206e+005;1.36639e+007;9.10930e+006;1.39310e+007;5.08885e+006;4.82175e+006;1.23510e+008;2.81153e+006;7.36618e+006;;;;;;;;;;;;
4.08000e-007;2.77358e+006;-2.27883e+006;-4.94745e+005;4.55767e+006;-2.47372e+005;-2.03146e+006;2.03146e+006;8.62059e+006;1.04047e+007;4.55767e+006;4.55767e+006;4.06292e+006;2.03146e+006;9.36271e+006;1.31783e+007;9.36271e+006;7.08388e+006;1.29309e+007;1.23304e+008;1.08994e+007;2.77358e+006;;;;;;;;;;;;
4.09000e-007;6.08236e+006;-1.51734e+006;-3.03902e+006;4.56069e+006;-7.58672e+005;3.80635e+006;2.28035e+006;6.07803e+006;6.84536e+006;-3.03902e+006;4.56069e+006;6.84104e+006;1.21604e+007;7.60404e+006;1.52167e+006;4.56502e+006;7.58672e+005;1.29234e+007;1.24656e+008;9.12138e+006;5.32369e+006;;;;;;;;;;;;
4.10000e-007;6.08237e+006;-1.01502e+006;1.51866e+006;5.83055e+006;1.77048e+006;1.51866e+006;5.57873e+006;3.54869e+006;1.26684e+006;9.63107e+006;-2.03003e+006;1.19129e+007;1.03943e+007;1.14093e+007;5.83055e+006;1.72398e+007;4.56371e+006;1.06461e+007;1.16626e+008;1.19129e+007;8.36423e+006;;;;;;;;;;;;
4.11000e-007;-6.57592e+006;-5.82708e+006;-3.03221e+006;-1.26035e+006;-5.07824e+006;-3.54372e+006;-4.05522e+006;3.30638e+006;0.00000e+000;-1.26035e+006;-2.52070e+006;3.54372e+006;-1.26035e+006;5.11508e+005;0.00000e+000;7.36161e+006;1.54721e+007;-1.26035e+006;1.10625e+008;-8.62196e+006;5.07824e+006;;;;;;;;;;;;
4.12000e-007;4.49162e+006;4.52510e+006;-2.32952e+006;4.53627e+006;4.54743e+006;-4.58091e+006;4.52510e+006;2.26255e+006;4.54743e+006;4.53627e+006;9.09486e+006;6.83230e+006;6.82114e+006;6.83230e+006;4.54743e+006;9.10602e+006;6.80998e+006;9.10602e+006;1.21031e+008;4.53627e+006;6.82114e+006;;;;;;;;;;;;
4.13000e-007;3.42789e+005;3.11507e+006;-1.45770e+006;-2.28639e+006;4.85899e+005;-1.94360e+006;-6.37326e+006;-1.80049e+006;4.08687e+006;9.97423e+006;4.08687e+006;9.97423e+006;6.37326e+006;4.85899e+005;1.80049e+006;8.65965e+006;3.11507e+006;6.37326e+006;1.14805e+008;3.11507e+006;-2.77229e+006;;;;;;;;;;;;
4.14000e-007;3.59603e+006;7.52042e+006;-1.01314e+007;3.26766e+006;-1.95953e+006;7.19206e+006;4.90416e+006;3.28365e+005;3.59603e+006;6.86369e+006;2.61626e+006;8.17182e+006;1.04597e+007;1.37327e+007;7.52042e+006;9.15159e+006;1.04597e+007;9.15159e+006;1.16360e+008;8.82855e+006;6.21229e+006;;;;;;;;;;;;
4.15000e-007;2.94085e+006;1.63796e+006;1.67540e+005;-3.75983e+006;-6.51442e+005;1.63796e+006;4.91389e+006;1.07956e+007;3.10839e+006;1.22660e+007;1.22660e+007;1.14470e+007;3.27593e+006;1.68448e+007;6.21678e+006;1.07956e+007;7.85474e+006;1.53744e+007;1.12348e+008;9.97661e+006;7.68720e+006;;;;;;;;;;;;
4.16000e-007;-3.91572e+006;-1.95786e+006;-5.87358e+006;-3.58266e+006;-4.91489e+006;-3.91572e+006;3.33057e+005;6.53970e+006;-6.53970e+006;7.20581e+006;9.49673e+006;4.24878e+006;7.20581e+006;9.16367e+006;-3.91572e+006;1.01628e+007;6.53970e+006;1.37455e+007;1.02425e+008;9.49673e+006;0.00000e+000;;;;;;;;;;;;
4.17000e-007;1.49597e+005;2.14283e+006;-1.49597e+005;2.44203e+006;1.84364e+006;0.00000e+000;2.14283e+006;-4.43526e+006;6.27890e+006;4.58486e+006;7.17648e+006;4.43526e+006;6.87728e+006;2.44203e+006;-1.99323e+006;1.14621e+007;1.34554e+007;1.40538e+007;1.01016e+008;1.34554e+007;8.72092e+006;;;;;;;;;;;;
4.18000e-007;1.31347e+007;7.91790e+006;5.62396e+006;1.02118e+007;8.13967e+006;4.58788e+006;6.88181e+006;4.58788e+006;9.58292e+006;1.64647e+007;7.28898e+006;1.70937e+007;1.89804e+007;1.54286e+007;7.91790e+006;1.58358e+007;1.02118e+007;1.41708e+007;1.11774e+008;1.35419e+007;7.91790e+006;;;;;;;;;;;;
4.19000e-007;8.07681e+006;2.20997e+006;-4.50542e+006;2.20997e+006;0.00000e+000;0.00000e+000;2.20997e+006;1.14772e+007;6.71539e+006;5.69588e+006;5.69588e+006;7.99133e+006;-8.54787e+004;7.90585e+006;6.80087e+006;2.07445e+007;0.00000e+000;1.60681e+007;9.97238e+007;1.48777e+007;9.18179e+006;;;;;;;;;;;;
4.20000e-007;3.15552e+006;5.45248e+006;3.87472e+006;0.00000e+000;-1.43840e+006;1.39364e+005;1.07656e+007;9.18784e+006;-1.43840e+006;1.57776e+006;1.57776e+006;2.29696e+006;1.06262e+007;1.39211e+007;9.90703e+006;2.28302e+007;3.87472e+006;1.24827e+007;9.41753e+007;1.46403e+007;4.59392e+006;;;;;;;;;;;;
4.21000e-007;-5.86702e+006;-4.57863e+006;-2.50231e+005;4.32840e+006;-6.36748e+006;-6.36748e+006;0.00000e+000;0.00000e+000;-3.82793e+006;-5.07909e+006;-4.07817e+006;7.11817e+006;1.37359e+007;5.57955e+006;1.09461e+007;1.16968e+007;7.50694e+005;2.53955e+006;8.69939e+007;5.00463e+005;-2.28931e+006;;;;;;;;;;;;
4.22000e-007;2.91669e+006;6.63333e+006;1.30550e+007;8.49165e+006;6.84501e+006;1.32667e+007;4.77501e+006;-2.07000e+006;7.05668e+006;1.51250e+007;6.84501e+006;7.26835e+006;1.82534e+007;1.82534e+007;8.91500e+006;2.44633e+007;1.80417e+007;2.65333e+007;9.81118e+007;1.78300e+007;7.05668e+006;;;;;;;;;;;;
4.23000e-007;-3.88151e+006;2.74400e+005;-8.82170e+006;5.48899e+006;5.09685e+006;5.48899e+006;4.15591e+006;3.21497e+006;-1.99962e+006;1.21534e+006;7.09647e+006;8.70395e+006;-3.92142e+005;1.52516e+007;2.54842e+006;8.70395e+006;3.88151e+006;1.23111e+007;8.60208e+007;4.82245e+006;7.09647e+006;;;;;;;;;;;;
4.24000e-007;-2.30384e+006;-3.74625e+004;-3.45576e+006;1.01425e+007;5.64722e+006;-1.11446e+006;-2.30384e+006;-3.41830e+006;-1.15192e+006;2.26638e+006;-2.26638e+006;5.64722e+006;6.76167e+006;4.49530e+006;3.34337e+006;1.02549e+007;5.64722e+006;7.87613e+006;8.26666e+007;5.64722e+006;1.01800e+007;;;;;;;;;;;;
4.25000e-007;3.66529e+006;5.22075e+006;2.81311e+006;7.62838e+006;1.14426e+007;6.77620e+006;6.07292e+006;1.04415e+007;7.33058e+006;9.03494e+006;1.35524e+007;1.73666e+007;1.04415e+007;1.25513e+007;4.51747e+006;1.65144e+007;1.28491e+007;9.73821e+006;7.99079e+007;1.89220e+007;1.58111e+007;;;;;;;;;;;;
4.26000e-007;-1.04609e+006;3.19456e+006;9.68631e+006;-5.23046e+005;4.24066e+006;1.72804e+006;4.24066e+006;-5.28675e+006;-2.25109e+006;1.07324e+007;1.20500e+006;9.68631e+006;7.95826e+006;1.49731e+007;1.46652e+006;1.52346e+007;5.96870e+006;1.09939e+007;7.40244e+007;9.94783e+006;3.97913e+006;;;;;;;;;;;;
4.27000e-007;5.69030e+006;1.01772e+007;-4.31355e+006;5.86364e+006;8.28042e+006;3.96687e+006;1.89677e+006;1.55009e+006;-1.73339e+005;6.38365e+006;-5.20016e+005;4.14021e+006;1.01772e+007;1.74275e+007;1.03505e+007;1.50108e+007;1.03505e+007;8.45376e+006;7.83472e+007;6.38365e+006;1.29406e+007;;;;;;;;;;;;
4.28000e-007;-7.13924e+006;-7.13924e+006;-1.10095e+007;-3.26896e+006;-9.20555e+006;-2.06632e+006;-9.37503e+006;-2.66764e+006;-4.31838e+005;-1.36772e+007;-1.10095e+007;4.64108e+006;7.70802e+005;2.40528e+006;-4.31838e+005;3.60792e+006;-1.20427e+007;-3.26896e+006;6.50077e+007;1.69482e+005;-4.30212e+006;;;;;;;;;;;;
4.29000e-007;3.25067e+006;3.66262e+005;2.59442e+006;3.61693e+006;1.38877e+006;9.09575e+006;-3.25067e+006;1.57190e+006;1.33689e+007;4.63944e+006;1.16902e+007;3.43380e+006;7.05072e+006;1.35521e+007;6.86759e+006;1.45746e+007;1.21633e+007;1.23464e+007;7.04615e+007;8.91262e+006;9.09575e+006;;;;;;;;;;;;
4.30000e-007;-6.53380e+005;-7.96829e+006;-1.30676e+006;1.43694e+006;-4.31083e+006;1.30184e+005;-3.65745e+006;7.83564e+005;-5.74778e+006;-3.52727e+006;2.22051e+006;9.01222e+006;7.83564e+005;5.22458e+006;6.66153e+006;1.04492e+007;2.35069e+006;8.88204e+006;6.38716e+007;-2.09032e+006;7.83564e+005;;;;;;;;;;;;
4.31000e-007;-1.10643e+007;-3.32109e+006;1.84465e+006;-1.10643e+007;7.74682e+006;2.95288e+006;3.32109e+006;1.10823e+006;4.42573e+006;5.16215e+006;-2.94929e+006;7.74323e+006;-1.10823e+006;1.32772e+007;3.31750e+006;5.89858e+006;6.27038e+006;1.14325e+007;7.15517e+007;4.05752e+006;7.36425e+005;;;;;;;;;;;;
4.32000e-007;-4.53175e+006;1.51939e+007;-4.57219e+006;-8.82088e+006;6.45391e+006;-4.45087e+006;2.08391e+006;-2.32653e+006;-2.20522e+006;1.31100e+007;-4.41044e+006;8.86131e+006;2.12435e+006;4.32956e+006;2.16478e+006;6.61566e+006;-2.16478e+006;6.61566e+006;5.73357e+007;6.49435e+006;8.08736e+004;;;;;;;;;;;;
4.33000e-007;-7.02092e+006;-7.46326e+006;-7.90561e+006;-5.27984e+006;-7.46326e+006;-1.44983e+007;-8.34795e+006;-7.46326e+006;-1.36136e+007;-5.70803e+006;-1.75523e+006;0.00000e+000;2.19757e+006;2.63992e+006;-6.59272e+006;2.21172e+006;-1.01032e+007;-6.59272e+006;5.40688e+007;-9.66084e+006;-3.51046e+006;;;;;;;;;;;;
4.34000e-007;-1.14643e+007;-2.18993e+006;-8.75972e+006;-4.37986e+006;-1.36543e+007;-1.26249e+007;-8.24504e+006;-8.95145e+006;-1.06267e+007;-1.04350e+007;-1.06267e+007;-2.18993e+006;-1.86698e+006;4.37986e+006;-8.75972e+006;3.54223e+006;-6.05511e+006;8.37625e+005;5.20436e+007;-2.51287e+006;8.37625e+005;;;;;;;;;;;;
4.35000e-007;3.40859e+006;-1.22631e+006;-2.18228e+006;-4.09423e+006;-2.70335e+005;-2.70335e+005;4.36457e+006;-7.08752e+006;-1.22631e+006;0.00000e+000;-9.55974e+005;2.45262e+006;1.09114e+007;1.11818e+007;8.45880e+006;1.74583e+007;5.32054e+006;1.22631e+006;6.35566e+007;3.67893e+006;-2.70335e+005;;;;;;;;;;;;
4.36000e-007;-2.17464e+006;4.34928e+006;7.65633e+006;4.34928e+006;7.56614e+006;1.60843e+006;4.25909e+006;7.09012e+006;6.43373e+006;2.65066e+006;4.34928e+006;2.65066e+006;7.56614e+006;1.78731e+007;7.56614e+006;1.52225e+007;8.04216e+006;1.56985e+007;5.65406e+007;3.21686e+006;8.60837e+006;;;;;;;;;;;;
4.37000e-007;-1.82969e+005;-3.96805e+006;4.69993e+006;1.82969e+005;-4.33399e+006;-4.33399e+006;-1.80106e+006;-4.33399e+006;-1.82969e+005;-4.15102e+006;-4.15102e+006;1.82969e+005;2.34996e+006;2.16699e+006;-1.98402e+006;1.10179e+007;-1.80106e+006;2.34996e+006;5.21908e+007;-1.80106e+006;7.31877e+005;;;;;;;;;;;;
4.38000e-007;2.15935e+006;3.93124e+006;8.63740e+006;6.28432e+006;3.93124e+006;6.09059e+006;6.09059e+006;1.96562e+006;1.57816e+006;7.86248e+006;-8.44367e+006;1.63062e+007;1.64999e+007;1.47280e+007;1.04093e+007;2.13998e+007;1.23749e+007;1.66936e+007;6.22337e+007;8.44367e+006;8.83112e+006;;;;;;;;;;;;
4.39000e-007;-5.22328e+006;-2.04772e+006;1.03983e+005;1.12784e+006;-5.78721e+006;1.79575e+006;1.08625e+007;-4.76335e+006;-6.35113e+006;8.71080e+006;3.38353e+006;4.51137e+006;1.46020e+007;2.04932e+007;5.99517e+006;1.19903e+007;4.97131e+006;3.94745e+006;5.07210e+007;1.30142e+007;1.69177e+006;;;;;;;;;;;;
4.40000e-007;-9.27686e+005;-2.88688e+005;6.43218e+006;4.57681e+006;3.64912e+006;-1.56668e+006;4.28812e+006;-4.57681e+006;1.21637e+006;9.27686e+005;6.72086e+006;1.12977e+007;1.40807e+007;1.28644e+007;1.04316e+007;1.22254e+007;3.36043e+006;1.77298e+007;5.29625e+007;6.43218e+006;5.50449e+006;;;;;;;;;;;;
4.41000e-007;9.42144e+006;2.56072e+006;4.18756e+005;4.70269e+006;1.70715e+006;6.84465e+006;4.02694e+005;1.25627e+006;5.99108e+006;1.70715e+006;4.70269e+006;1.45589e+007;1.19822e+007;1.06938e+007;-4.34818e+005;2.05500e+007;8.37512e+005;1.49777e+007;5.65447e+007;1.19822e+007;1.36893e+007;;;;;;;;;;;;
4.42000e-007;-6.54022e+005;-3.13044e+006;0.00000e+000;-5.92434e+006;-3.78446e+006;3.13044e+006;3.78446e+006;-2.13987e+006;1.48585e+006;-4.95284e+005;4.27975e+006;1.54744e+007;1.06994e+007;1.91001e+007;3.62572e+006;9.05478e+006;6.41962e+006;1.49791e+007;5.28428e+007;1.23440e+007;9.55006e+006;;;;;;;;;;;;
4.43000e-007;4.41706e+006;1.99628e+006;-4.13406e+006;-2.56228e+006;-1.41499e+005;2.13778e+006;2.13778e+006;2.70378e+006;-1.71328e+006;2.13778e+006;0.00000e+000;6.27184e+006;1.45400e+007;1.90985e+007;8.40962e+006;1.72437e+007;8.26813e+006;1.31097e+007;4.87445e+007;8.40962e+006;1.25437e+007;;;;;;;;;;;;
4.44000e-007;2.13569e+006;4.15476e+005;3.85590e+006;1.92795e+006;4.27138e+006;-1.72021e+006;4.27138e+006;4.27138e+006;-1.30474e+006;2.34343e+006;5.99159e+006;6.61480e+006;7.71180e+006;1.23987e+007;1.04707e+007;1.94289e+007;1.92795e+006;2.11491e+007;4.48494e+007;1.08862e+007;6.40706e+006;;;;;;;;;;;;
4.45000e-007;-3.23849e+006;4.66726e+006;7.90575e+006;3.16230e+006;-1.65734e+006;1.58877e+007;5.52446e+005;3.08611e+006;7.35330e+006;1.05918e+007;4.19100e+006;1.11442e+007;1.32778e+007;1.54114e+007;9.56308e+006;2.44983e+007;-1.10489e+006;2.07073e+007;5.00252e+007;1.05918e+007;1.43065e+007;;;;;;;;;;;;
4.46000e-007;5.46478e+005;2.33180e+006;1.03113e+007;1.43914e+006;1.70520e+007;1.54670e+007;7.83365e+006;3.91682e+006;5.70214e+006;7.83365e+006;6.94099e+006;2.18615e+007;9.61897e+006;2.73634e+007;4.80948e+006;2.18615e+007;1.36817e+007;2.27542e+007;5.13564e+007;1.42282e+007;9.41867e+006;;;;;;;;;;;;
4.47000e-007;4.58618e+006;9.99233e+006;8.51764e+006;5.15984e+006;1.18754e+007;1.22028e+007;2.12941e+006;9.09131e+006;8.19028e+006;8.19028e+006;9.74602e+006;1.45785e+007;1.88373e+007;2.03931e+007;1.31038e+007;2.73550e+007;1.18754e+007;3.01391e+007;4.56186e+007;1.33501e+007;1.61343e+007;;;;;;;;;;;;
4.48000e-007;-4.25463e+006;5.39002e+006;5.81426e+006;3.68694e+006;-3.68694e+006;-3.54347e+006;-9.91926e+005;6.94965e+006;5.67695e+005;2.69501e+006;-1.13539e+006;6.94965e+006;2.27078e+006;1.29074e+007;1.55962e+006;2.07055e+007;4.82233e+006;1.54589e+007;4.31140e+007;1.56024e+007;7.94157e+006;;;;;;;;;;;;
4.49000e-007;2.36407e+006;1.88638e+006;-4.01160e+006;-5.89798e+006;-1.40868e+006;7.16545e+005;4.48930e+006;6.61452e+006;2.84177e+006;7.30666e+006;1.64753e+006;1.41600e+007;4.96699e+006;1.51154e+007;4.25045e+006;1.93659e+007;4.01160e+006;1.88882e+007;4.25045e+007;1.32290e+007;9.21744e+006;;;;;;;;;;;;
4.50000e-007;6.45489e+006;4.16076e+006;-2.03763e+006;1.26533e+007;1.27388e+007;1.06157e+007;6.62590e+006;1.26533e+007;6.36939e+006;8.15052e+006;3.98976e+006;1.06157e+007;1.06157e+007;1.70706e+007;8.40703e+006;2.96383e+007;4.33176e+006;2.34399e+007;4.05105e+007;1.50329e+007;2.13168e+007;;;;;;;;;;;;
4.51000e-007;-7.67351e+006;2.52636e+006;0.00000e+000;8.10642e+005;4.64740e+006;1.21596e+006;-4.05321e+005;-4.74183e+006;2.93168e+006;2.12104e+006;6.76844e+006;8.88948e+006;9.70012e+006;1.14158e+007;7.17376e+006;2.37367e+007;5.95780e+006;1.10105e+007;3.89893e+007;9.29480e+006;1.18212e+007;;;;;;;;;;;;
4.52000e-007;7.20670e+005;3.56029e+006;-6.77606e+005;7.20670e+005;1.44134e+006;-2.11895e+006;1.39828e+006;-3.51722e+006;-2.07588e+006;1.76292e+007;2.79655e+006;1.05947e+007;8.51885e+006;8.47578e+006;6.35684e+006;1.48757e+007;2.11895e+006;1.83929e+007;4.16152e+007;1.26706e+007;1.76292e+007;;;;;;;;;;;;
4.53000e-007;-1.07500e+005;-6.40431e+006;1.03155e+006;-5.37502e+004;3.04090e+006;-5.31901e+006;-1.19280e+006;-4.28746e+006;7.38211e+006;1.04230e+007;4.12621e+006;2.00935e+006;7.38211e+006;2.10610e+007;3.04090e+006;2.10610e+007;6.24306e+006;1.79664e+007;3.79421e+007;8.35991e+006;7.32836e+006;;;;;;;;;;;;
4.54000e-007;-6.34428e+006;2.67594e+006;4.79070e+006;5.61178e+005;7.68225e+006;-2.11476e+006;5.35188e+006;5.00631e+006;1.89915e+006;1.38109e+007;6.34428e+006;1.30341e+007;1.34654e+007;1.88172e+007;8.45904e+006;2.17088e+007;7.12107e+006;1.95940e+007;3.38362e+007;1.32497e+007;1.24729e+007;;;;;;;;;;;;
4.55000e-007;-3.75259e+006;1.63993e+006;-3.05815e+006;4.44704e+006;-3.05815e+006;2.11267e+006;-1.41822e+006;4.91978e+006;-3.05815e+006;5.86526e+006;3.27985e+006;9.86889e+006;1.00906e+007;1.36215e+007;4.69808e+006;1.62069e+007;2.80711e+006;9.86889e+006;3.12173e+007;6.81074e+006;6.81074e+006;;;;;;;;;;;;
4.56000e-007;-6.67802e+006;-3.87485e+006;-4.04800e+006;-8.61545e+006;-5.98543e+006;-9.86028e+006;-5.81228e+006;-7.92286e+006;-3.87485e+006;-4.22115e+006;5.19443e+005;2.11058e+006;8.96174e+006;6.67802e+006;-1.93743e+006;2.11058e+007;-1.16246e+007;1.54666e+007;2.53269e+007;1.76428e+006;4.74059e+006;;;;;;;;;;;;
4.57000e-007;-2.23045e+006;8.06803e+006;1.01765e+007;1.19191e+007;1.98652e+006;1.24070e+007;1.02985e+007;1.01765e+007;6.08152e+006;7.94607e+006;1.02985e+007;1.43935e+007;2.09629e+007;2.50579e+007;8.06803e+006;3.34918e+007;1.45154e+007;2.71663e+007;3.77087e+007;2.23395e+007;1.89763e+007;;;;;;;;;;;;
